priority_rank,canonical_condition,canonical_condition_id,variant_id,question_id,question_text,contexts,source,reuse_bank_count,current_selection_level,current_urgency,default_selected,required,red_flag,clinical_rationale,follow_up_behavior,current_branching,feedback_action,proposed_text,proposed_selection_level,proposed_urgency,proposed_branching,reviewer,reviewed_at,rationale,disposition,accepted_by,accepted_at,feedback_id,row_type,bank_id,current_bank_version,current_question_version
27,Cervical Radiculopathy,cervical_radiculopathy,,ccm.medication.has_issue,Are you having any problem taking or obtaining your medications?,intake; monthly_checkin; care_plan_review; annual_review,existing,78,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""medication-issue-details"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.medication.issue_reasons"",""ccm.medication.provider_aware""]}]}]}",,,,,,,,,pending,,,question:cervical_radiculopathy:base:ccm.medication.has_issue,question,ccm-bank.cervical_radiculopathy,1,1
27,Cervical Radiculopathy,cervical_radiculopathy,,ccm.function.daily_activity_difficulty,Are health problems making daily activities harder?,intake; monthly_checkin; care_plan_review; annual_review,existing,72,recommended,soon,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""function-review"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""functional_decline"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:cervical_radiculopathy:base:ccm.function.daily_activity_difficulty,question,ccm-bank.cervical_radiculopathy,1,1
27,Cervical Radiculopathy,cervical_radiculopathy,,ccm.treatment.plan_barrier,Is anything making it difficult to follow the care plan for this condition?,intake; monthly_checkin; care_plan_review,new,52,recommended,routine,true,false,false,"Identifies adherence, access, understanding, and feasibility barriers without assuming a specific treatment.",A yes response creates a routine coordinator task to identify and address the barrier.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-treatment-plan_barrier-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""condition_care_plan_barrier"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:cervical_radiculopathy:base:ccm.treatment.plan_barrier,question,ccm-bank.cervical_radiculopathy,1,1
27,Cervical Radiculopathy,cervical_radiculopathy,,ccm.specialist.visit_change,Has a specialist changed this condition's treatment plan since the last contact?,intake; monthly_checkin; care_plan_review,new,37,recommended,routine,true,false,false,Captures treatment changes that may require medication reconciliation or care-plan updates.,A yes response creates a routine coordinator task to reconcile the updated specialist plan.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-specialist-visit_change-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""specialist_plan_reconciliation"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:cervical_radiculopathy:base:ccm.specialist.visit_change,question,ccm-bank.cervical_radiculopathy,1,1
27,Cervical Radiculopathy,cervical_radiculopathy,,ccm.neuro.new_weakness,Have you developed new or worsening weakness in an arm or leg?,intake; monthly_checkin; care_plan_review,new,12,recommended,same_day,true,false,true,Screens for neurologic progression that may require prompt clinical assessment.,A yes response creates a same_day clinical-review flag.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-neuro-new_weakness-yes"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""new_or_worsening_limb_weakness"",""urgency"":""same_day"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:cervical_radiculopathy:base:ccm.neuro.new_weakness,question,ccm-bank.cervical_radiculopathy,1,1
27,Cervical Radiculopathy,cervical_radiculopathy,,ccm.spine.bowel_bladder_change,Have you had a new loss of bowel or bladder control?,intake; monthly_checkin; care_plan_review,new,7,recommended,urgent,true,false,true,Screens for possible severe neural compression requiring urgent evaluation.,A yes response creates a urgent clinical-review flag.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-spine-bowel_bladder_change-yes"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""new_bowel_or_bladder_loss"",""urgency"":""urgent"",""providerNotification"":true}]},{""id"":""ccm-spine-bowel_bladder_change-branch"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.spine.saddle_numbness""]}]}]}",,,,,,,,,pending,,,question:cervical_radiculopathy:base:ccm.spine.bowel_bladder_change,question,ccm-bank.cervical_radiculopathy,1,1
27,Cervical Radiculopathy,cervical_radiculopathy,,ccm.spine.saddle_numbness,"Have you had new numbness around the groin, buttocks, or inner thighs?",intake; monthly_checkin; care_plan_review,new,7,recommended,urgent,true,false,true,Adds a focused follow-up for possible cauda equina or severe cord compression.,A yes response creates a urgent clinical-review flag.,"{""displayWhen"":[{""questionId"":""ccm.spine.bowel_bladder_change"",""operator"":""equals"",""value"":true}],""followUpTriggers"":[{""id"":""ccm-spine-saddle_numbness-yes"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""new_saddle_numbness"",""urgency"":""urgent"",""providerNotification"":true}]}]}",,,,,,,,,pending,,,question:cervical_radiculopathy:base:ccm.spine.saddle_numbness,question,ccm-bank.cervical_radiculopathy,1,1
27,Cervical Radiculopathy,cervical_radiculopathy,,ccm.cervical.hand_dexterity,"Have buttons, handwriting, utensils, or other hand tasks become harder?",intake; monthly_checkin; care_plan_review,new,3,recommended,,true,false,false,Tracks hand dexterity change associated with cervical nerve or cord dysfunction.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:cervical_radiculopathy:base:ccm.cervical.hand_dexterity,question,ccm-bank.cervical_radiculopathy,1,1
27,Cervical Radiculopathy,cervical_radiculopathy,,ccm.neuro.balance_change,Has your balance become worse since the last review?,intake; monthly_checkin; care_plan_review,new,10,recommended,,true,false,false,Detects neurologic functional decline and increased fall risk.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:cervical_radiculopathy:base:ccm.neuro.balance_change,question,ccm-bank.cervical_radiculopathy,1,1
27,Cervical Radiculopathy,cervical_radiculopathy,,ccm.spine.radiating_pain_change,How has pain traveling into an arm or leg changed since the last review?,intake; monthly_checkin; care_plan_review,new,4,recommended,,true,false,false,Tracks radicular symptom trajectory separately from general pain severity.,Review worsening or high-burden responses during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:cervical_radiculopathy:base:ccm.spine.radiating_pain_change,question,ccm-bank.cervical_radiculopathy,1,1
27,Cervical Radiculopathy,cervical_radiculopathy,,ccm.spine.therapy_progress,Are you currently doing prescribed exercises or physical therapy for your spine condition?,intake; monthly_checkin; care_plan_review,new,7,recommended,,true,false,false,Assesses engagement with a commonly used nonprocedural management plan without assuming it was prescribed.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:cervical_radiculopathy:base:ccm.spine.therapy_progress,question,ccm-bank.cervical_radiculopathy,1,1
27,Cervical Radiculopathy,cervical_radiculopathy,,ccm.spine.procedure_planned,"Is an injection, imaging study, or spine consultation pending?",intake; monthly_checkin; care_plan_review,new,7,recommended,,true,false,false,Identifies time-sensitive coordination needs for planned diagnostic or procedural care.,Review a yes response during routine CCM follow-up.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:cervical_radiculopathy:base:ccm.spine.procedure_planned,question,ccm-bank.cervical_radiculopathy,1,1
27,Cervical Radiculopathy,cervical_radiculopathy,,ccm.falls.had_fall,Have you fallen since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,32,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""fall-flow"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.falls.date"",""ccm.falls.injury"",""ccm.falls.er_visit"",""ccm.falls.recurring""]}]}]}",,,,,,,,,pending,,,question:cervical_radiculopathy:base:ccm.falls.had_fall,question,ccm-bank.cervical_radiculopathy,1,1
27,Cervical Radiculopathy,cervical_radiculopathy,,ccm.specialist.pending_followup,"Is any specialist recommendation, test, or follow-up still incomplete?",intake; monthly_checkin; care_plan_review; annual_review,existing,47,recommended,routine,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm.specialist.pending_followup-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""ccm_specialist_pending_followup"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:cervical_radiculopathy:base:ccm.specialist.pending_followup,question,ccm-bank.cervical_radiculopathy,1,1
27,Cervical Radiculopathy,cervical_radiculopathy,,ccm.sleep.quality,How would you rate your sleep quality?,intake; monthly_checkin; care_plan_review; annual_review,existing,24,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:cervical_radiculopathy:base:ccm.sleep.quality,question,ccm-bank.cervical_radiculopathy,1,1
27,Cervical Radiculopathy,cervical_radiculopathy,,ccm.goal.priority,What health or daily-life goal matters most to you now?,intake; care_plan_review; annual_review,existing,79,optional,,false,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[]}",,,,,,,,,pending,,,question:cervical_radiculopathy:base:ccm.goal.priority,question,ccm-bank.cervical_radiculopathy,1,1
28,Lumbar Radiculopathy,lumbar_radiculopathy,,ccm.general.health_change,Has your health changed since the last review?,intake; monthly_checkin; care_plan_review; annual_review,existing,81,required,soon,true,true,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""general-health-worse"",""when"":{""operator"":""equals"",""value"":""worse""},""actions"":[{""type"":""flag_for_review"",""code"":""health_worsening"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:lumbar_radiculopathy:base:ccm.general.health_change,question,ccm-bank.lumbar_radiculopathy,1,1
28,Lumbar Radiculopathy,lumbar_radiculopathy,,ccm.medication.has_issue,Are you having any problem taking or obtaining your medications?,intake; monthly_checkin; care_plan_review; annual_review,existing,78,recommended,,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""medication-issue-details"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""show_questions"",""questionIds"":[""ccm.medication.issue_reasons"",""ccm.medication.provider_aware""]}]}]}",,,,,,,,,pending,,,question:lumbar_radiculopathy:base:ccm.medication.has_issue,question,ccm-bank.lumbar_radiculopathy,1,1
28,Lumbar Radiculopathy,lumbar_radiculopathy,,ccm.function.daily_activity_difficulty,Are health problems making daily activities harder?,intake; monthly_checkin; care_plan_review; annual_review,existing,72,recommended,soon,true,false,false,Reuses an established CCM question whose wording and intent fit this condition bank.,Apply the established reusable-question branching and follow-up rules.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""function-review"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""flag_for_review"",""code"":""functional_decline"",""urgency"":""soon"",""providerNotification"":false}]}]}",,,,,,,,,pending,,,question:lumbar_radiculopathy:base:ccm.function.daily_activity_difficulty,question,ccm-bank.lumbar_radiculopathy,1,1
28,Lumbar Radiculopathy,lumbar_radiculopathy,,ccm.treatment.plan_barrier,Is anything making it difficult to follow the care plan for this condition?,intake; monthly_checkin; care_plan_review,new,52,recommended,routine,true,false,false,"Identifies adherence, access, understanding, and feasibility barriers without assuming a specific treatment.",A yes response creates a routine coordinator task to identify and address the barrier.,"{""displayWhen"":[],""followUpTriggers"":[{""id"":""ccm-treatment-plan_barrier-task"",""when"":{""operator"":""equals"",""value"":true},""actions"":[{""type"":""create_care_coordination_task"",""code"":""condition_care_plan_barrier"",""urgency"":""routine""}]}]}",,,,,,,,,pending,,,question:lumbar_radiculopathy:base:ccm.treatment.plan_barrier,question,ccm-bank.lumbar_radiculopathy,1,1
